employee_length,loan_amnt,term,int_rate,installment,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,default
19366,7875,60,13.8,182.43,-3,79150,-1,-1,15.15,0,2,13,1,19885,66.7,37,0
19367,17000,60,13.43,390.56,-3,70000,-1,0,18.24,0,2,8,0,18875,32.8,18,0
19368,19200,60,15.28,459.6,-3,59000,0,0,25.32,0,1,13,0,25686,61.4,28,0
19369,10000,36,7.66,311.8,-2,30000,-2,-5,3,0,1,4,0,937,3.6,10,0
19370,4000,36,10,129.07,0,58000,-1,0,20.32,0,0,12,0,6790,52.6,29,0
19371,15000,36,10,484.01,-3,54996,0,-3,5.39,0,0,5,0,9198,49.5,11,0
19372,8000,36,7.29,248.08,-3,96000,-2,0,10.1,0,1,9,0,23986,59.5,25,0
19373,15000,36,13.06,505.85,0,37600,0,0,17.81,0,1,9,0,26491,58.3,14,0
19374,9600,36,11.11,314.8,0,40000,-2,0,26.79,0,1,2,0,33529,83,18,0
19375,2000,36,7.66,62.36,0,38400,0,0,2.19,0,1,4,0,4503,81.9,9,0
19376,16000,36,16.4,565.68,0,110000,-2,0,14.97,1,0,14,0,16335,63.7,28,0
19377,3000,36,7.29,93.03,0,72054,0,0,14.04,0,0,14,0,18710,23.8,17,0
19378,12000,36,7.29,372.12,-3,76494,-2,0,18.12,0,0,8,0,26689,62.7,32,0
19379,10000,36,7.66,311.8,-3,132000,-2,-2,12.85,0,1,9,0,9707,38.7,21,0
19380,14000,36,13.06,472.13,0,45000,-2,0,15.89,0,0,10,0,21817,75.5,17,0
19381,11000,36,7.29,341.11,-3,55400,-2,-7,11.5,0,0,9,0,7004,33.8,20,0
19382,8900,36,10,287.18,0,116400,0,-3,2.28,0,0,3,0,6019,25.5,14,0
19383,31050,36,14.17,1063.79,0,95000,0,0,20.53,0,1,12,0,12210,66.4,27,0
19384,5000,36,13.8,170.41,-3,67200,0,-6,14.18,1,2,9,1,6133,60.1,23,0
19385,10000,36,6.92,308.41,-3,60000,-1,0,13.3,0,0,11,0,6363,84.8,19,0
19386,16000,60,16.02,389.26,-3,99504,-1,-6,4.14,0,2,7,0,2933,11.7,12,0
19387,5000,36,5.79,151.64,-3,78000,-1,-11,22.6,0,2,15,0,20135,26,39,0
19388,20000,60,15.65,482.65,-3,45050,-2,0,10.2,0,0,9,0,4520,22.5,25,0
19389,12000,36,7.66,374.16,0,72800,0,0,7.91,0,0,12,1,11525,57.9,20,0
19390,7000,60,10.37,150.01,0,50000,0,-8,1.17,0,0,3,0,3278,17.5,3,0
19391,13000,60,11.11,283.37,0,42996,-1,0,15.66,0,0,3,0,15285,66.5,11,0
19392,6000,60,7.66,120.69,0,29544,-1,0,25.63,0,0,6,0,2275,56.9,26,0
19393,12000,60,10,254.97,0,32140.8,-1,-3,8.55,0,0,7,0,763,14.7,11,0
19394,3500,36,5.79,106.15,0,35100,0,0,2.29,0,1,5,0,2225,8.2,12,0
19395,25000,60,15.28,598.43,0,65004,-2,-8,1,0,0,6,0,827,1.5,17,0
19396,15850,60,13.8,367.17,-3,55680,-1,-3,25.02,0,2,17,0,28038,44.6,32,0
19397,15000,60,20.48,401.43,-3,84996,-2,0,1.23,2,1,2,0,171,3.9,29,1
19398,29000,60,18.25,740.36,-3,76000,-2,-8,16.74,1,2,7,0,637,4.2,31,0
19399,15000,36,10.37,486.62,-3,60000,-2,0,15.46,0,1,10,0,4468,17.4,28,0
19400,12000,36,10.74,391.39,0,150000,-2,0,18.16,0,0,9,0,19780,93.7,28,0
19401,20000,60,18.25,510.6,-3,59000,-1,-4,11.41,0,0,8,0,9331,74.6,28,0
19402,32000,60,15.65,772.24,-3,104000,-2,-7,5.35,0,0,8,0,17272,29.3,27,0
19403,9000,36,10.37,291.98,-2,50400,-1,0,2,0,0,5,0,3163,77.1,44,0
19404,12000,36,10.74,391.39,-3,83000,-2,-5,19.17,1,5,23,0,8195,17.7,55,0
19405,15000,60,13.43,344.61,-3,61000,0,-6,7.18,0,2,8,0,2743,19.6,21,0
19406,7500,36,9.63,240.71,-2,36000,0,0,18.83,0,0,9,0,13794,64.5,17,0
19407,15000,60,18.99,389.03,0,58000,-2,-10,12.29,1,3,8,0,1339,7.4,18,0
19408,13000,36,14.17,445.39,-3,60000,0,0,15.18,0,1,7,0,13243,56.1,9,0
19409,25000,60,19.74,658.74,-3,195000,-2,0,21.42,0,3,15,0,76001,92.4,64,0
19410,10000,60,10,212.48,0,45000,-1,-4,6,0,0,7,0,1291,20.4,11,0
19411,13800,36,7.66,430.29,0,105000,-1,0,21.15,0,2,10,0,8783,38.4,20,0
19412,5000,36,5.79,151.64,-3,130000,-1,0,6.25,0,0,14,0,1172,2.6,43,0
19413,7000,60,16.77,173.11,0,70000,-1,-2,0.81,0,1,2,0,2289,45.8,3,1
19414,6000,60,10.37,128.58,-3,118800,0,-8,16.39,0,0,13,0,74851,84.5,30,0
19415,5000,36,13.43,169.51,-3,55000,-1,0,23.45,0,1,9,1,11798,88.7,22,0
19416,10000,60,17.51,251.28,0,62000,-1,-5,16.55,0,1,6,0,1845,32.9,9,0
19417,6000,60,12.68,135.54,-2,50000,-2,-5,0,0,0,5,0,0,0,16,0
19418,15600,60,16.4,382.69,0,74500,0,0,24.85,1,3,15,1,11733,76.2,45,1
19419,2400,36,10.37,77.86,-3,38000,-1,-2,9.54,0,0,6,0,2174,44,18,0
19420,35000,36,13.8,1192.83,-3,79000,-2,-6,10.8,0,1,9,0,0,0,30,0
19421,6000,36,10.74,195.7,-3,50000,0,-8,5.02,1,3,4,0,9674,82,13,0
19422,9000,36,7.29,279.09,-2,65000,0,-1,12.79,0,0,21,0,38171,13.8,36,0
19423,19800,60,19.36,517.56,-3,105000,-1,-4,10.5,0,0,5,0,3347,35.6,11,0
19424,6625,36,7.66,206.57,-3,69063.72,-2,-11,10.3,0,1,5,0,11387,54.2,26,0
19425,4800,36,10.37,155.72,0,31200,0,0,10.12,0,0,4,0,2849,95,8,1
19426,10000,36,10.37,324.42,-2,60000,-1,-8,7.8,0,1,17,0,2727,18.8,22,0
19427,8500,36,6.92,262.15,0,42000,-1,0,21.06,0,1,19,0,3823,6.8,29,0
19428,10000,60,10.74,216.13,0,48000,-2,0,10.4,0,2,5,0,918,12.6,11,1
19429,18000,60,16.02,437.92,0,45000,0,0,16.32,1,1,7,0,2095,9,17,0
19430,6000,60,18.62,154.4,0,130000,-1,0,8.08,0,3,7,0,13957,76.7,14,1
19431,15000,36,10,484.01,-3,96120.12,-2,0,3.81,0,1,14,0,12869,19.9,29,0
19432,7300,36,7.29,226.38,0,50000,-1,0,6.31,0,0,5,0,8757,62.5,10,0
19433,30000,36,14.91,1038.64,-3,130000,-2,0,13.76,0,0,11,0,43468,78.6,20,0
19434,24000,36,13.8,817.94,-3,106000,-2,0,16.95,0,3,13,0,12715,69.9,28,0
19435,35000,60,17.51,879.47,-3,130000,-1,-6,14.27,0,6,6,0,4966,26.8,35,0
19436,14550,60,10.74,314.47,0,50000,-2,0,23.4,0,0,6,0,5976,62.9,13,0
19437,30000,60,16.77,741.88,-3,170000,-1,0,13.37,0,2,15,0,11160,19,39,1
19438,18000,60,11.11,392.36,-3,70800,-1,-8,6.54,0,0,12,0,3110,4.2,26,0
19439,4000,36,10,129.07,-3,185000,-1,-4,19.36,0,0,20,0,31051,63.8,56,1
19440,24000,36,10.74,782.78,-3,85000,-2,0,13.65,0,0,15,0,52831,53,38,0
19441,10000,36,7.66,311.8,0,65000,-1,0,5.06,0,0,5,0,10125,53.3,7,0
19442,2500,36,10.37,81.11,-3,36500,-1,-6,19.66,1,0,10,0,11560,33.7,29,0
19443,4375,36,5.42,131.95,-2,17760,-1,0,20.2,0,0,9,0,1639,7.7,24,0
19444,12000,36,15.65,419.82,0,70000,-1,0,18.01,0,0,3,0,14409,95.4,11,0
19445,6000,36,7.66,187.08,-3,68000,-2,-6,24.26,0,1,9,0,36670,92.4,46,1
19446,5000,36,10.74,163.08,0,45000,-1,0,22.91,0,0,7,0,9456,72.2,27,0
19447,1800,36,6.92,55.52,0,14400,0,-12,6.42,0,1,6,0,113,1.1,19,0
19448,10000,36,7.66,311.8,0,80000,-1,0,20.25,0,2,7,0,6941,57.8,31,0
19449,20000,60,20.48,535.24,-3,52000,-2,-6,8.19,0,2,9,0,4118,47.9,15,0
19450,3000,36,13.06,101.17,0,38000,0,-3,1.17,0,1,4,0,1535,20.7,5,0
19451,7275,36,5.42,219.42,-3,16000,-2,-3,8.1,0,2,8,0,3371,21.2,26,0
19452,10000,60,14.91,237.43,0,40000,-1,-2,18.45,3,0,9,0,2602,38.3,21,0
19453,5000,36,7.66,155.9,0,61000,-2,0,21.34,0,0,5,0,18678,83.3,13,0
19454,5000,60,10.37,107.15,-3,38000,-1,0,19.04,0,1,9,0,4260,27.5,34,0
19455,14000,36,14.91,484.7,-3,57000,-2,-3,23.6,0,0,10,0,14057,90.7,32,0
19456,6000,36,11.11,196.75,0,59366,-1,-6,22.88,0,2,3,0,540,36,13,0
19457,15875,60,15.28,380.01,0,36000,-2,0,22.1,0,2,5,0,14289,82.1,29,0
19458,15000,60,18.25,382.95,0,35000,-2,0,13.65,0,0,4,0,12786,94,20,0
19459,35000,36,12.68,1173.91,-3,144000,-1,0,5.83,0,0,5,0,2298,9.2,20,0
19460,9925,36,13.06,334.7,0,24168,-1,0,15.69,0,2,5,0,4241,66.3,9,0
19461,21000,36,10.37,681.27,0,200000,-1,0,8.25,0,0,10,0,6823,24,16,0
19462,21850,60,15.28,523.03,-3,60000,-2,0,9.14,0,0,19,0,2502,39.1,27,0
19463,15000,60,15.28,359.06,-3,70000,-1,0,22.37,0,2,16,0,29318,55.4,48,0
19464,12000,36,6.92,370.09,-2,154000,-1,0,10.11,0,1,9,0,26516,50.5,32,0
19465,4000,36,5.42,120.64,0,40000,0,-4,2.28,0,0,6,0,1320,14.3,6,0
19466,3000,36,11.11,98.38,0,55000,-1,0,21.58,0,2,8,0,3075,64.9,19,0
19467,5000,60,15.65,120.67,0,24000,-1,0,19.65,0,0,5,0,2052,85.8,6,1
19468,13000,36,7.29,403.13,0,36000,-2,-8,26,0,0,11,0,1880,5.9,19,0
19469,12000,36,10.74,391.39,0,90000,-1,0,6.52,0,0,11,0,6829,35,24,0
19470,1500,36,13.43,50.86,-3,47800,-1,-7,19.31,0,3,13,0,9871,95.7,26,0
19471,28000,36,11.11,918.15,0,151200,-2,0,8.6,0,0,8,0,32817,32.2,31,0
19472,14000,36,7.29,434.14,0,57600,0,0,12.31,0,0,6,0,28799,55.9,17,0
19473,7200,36,10.74,234.84,-2,117000,-2,0,20.53,0,0,11,0,12267,81.2,16,0
19474,7000,60,14.17,163.5,0,59000,0,0,20.87,0,1,9,0,11958,79.7,22,0
19475,10000,60,14.17,233.57,-3,79000,-2,0,13.84,0,1,7,0,11662,82.2,38,0
19476,1800,36,5.42,54.29,0,33000,0,0,18.75,0,0,7,0,369,10.5,21,0
19477,8000,60,12.68,180.72,-3,139000,-2,-7,18.78,0,0,13,0,86700,88.9,43,1
19478,8500,36,5.79,257.78,0,66200,0,0,7.54,0,0,9,0,4413,22.1,17,0
19479,4600,60,18.25,117.44,0,36636,-2,0,23.71,0,3,4,0,7328,99,14,1
19480,4525,60,15.28,108.32,-3,48000,-1,0,13.78,0,0,14,1,13830,63.4,17,0
19481,27000,60,16.4,662.34,-3,94800,-1,0,21.97,0,2,12,0,15660,57.8,43,1
19482,27500,36,13.06,927.38,0,70000,-2,0,25.15,0,0,13,0,2494,16.7,23,0
19483,13000,60,11.11,283.37,-3,86000,-2,-3,17.39,0,1,7,0,0,0,19,0
19484,15000,36,10.74,489.24,0,76000,-2,0,23.92,0,0,9,0,17721,70,20,0
19485,16000,60,19.74,421.6,0,77368,-1,0,15.48,0,2,14,0,12383,63.8,27,0
19486,12000,36,10.37,389.3,-3,145000,-1,0,18.33,0,0,12,1,129538,81.9,33,0
19487,30000,60,18.25,765.89,-3,210000,-2,0,20.32,0,0,16,0,18623,39.5,33,0
19488,14000,36,7.66,436.52,-3,201000,-2,0,10.39,0,2,9,0,30184,53.5,26,0
19489,2700,36,7.29,83.73,0,15000,-2,-7,20.96,0,0,11,0,5233,35.4,29,0
19490,10625,36,16.4,375.65,-3,34560,-2,0,21.7,0,0,7,0,9120,86,10,0
19491,17000,36,14.54,585.49,0,92000,-2,0,18.9,0,0,15,0,24058,79.4,36,0
19492,10000,60,19.74,263.5,0,54777,-1,-5,10.19,0,1,10,0,11942,76.6,13,0
19493,5875,36,14.54,202.34,0,56000,-1,-7,16.54,0,3,12,0,10926,78.9,18,0
19494,35000,60,21.22,951.21,-3,58000,-2,0,16.14,0,0,8,0,29755,98.5,8,1
19495,8000,36,5.42,241.28,0,53688,-1,0,25.12,0,0,7,0,4724,37.5,22,0
19496,10500,60,15.28,251.35,0,43160,-2,0,20.07,1,0,13,0,9187,60.4,24,0
19497,12000,60,13.43,275.69,-3,75000,0,0,3.28,0,6,7,0,6847,20.5,19,1
19498,10000,36,15.28,348.03,0,108000,0,-8,15.62,0,2,8,0,99843,78.4,17,0
19499,9500,36,5.42,286.52,0,55000,0,0,7.37,0,0,19,0,5937,14.1,51,0
19500,7000,36,7.66,218.26,-2,60000,0,0,11.2,0,0,8,0,9577,46.4,22,0
19501,5500,36,15.28,191.42,0,50000,-1,-7,23.54,0,0,4,0,12961,99.7,5,0
19502,9000,36,5.42,271.44,-3,36000,0,-3,22.93,0,0,16,0,16734,37.5,47,0
19503,2500,36,7.66,77.95,0,42228,-1,-8,23.22,0,0,9,0,2695,39.3,10,1
19504,4000,36,5.79,121.31,0,48000,0,0,28.18,0,0,9,0,14392,42.3,14,0
19505,12000,60,12.68,271.08,0,71500,-2,0,13.01,0,1,11,0,8859,53.2,25,0
19506,8800,36,10,283.96,0,100000,-2,0,7.9,0,0,9,0,7921,48.6,21,0
19507,6625,36,7.66,206.57,0,77385.19,0,0,15.09,0,0,7,0,19201,84.6,24,0
19508,4500,36,7.66,140.31,0,35000,0,0,19.13,0,0,10,0,7386,53.9,15,0
19509,28000,60,18.25,714.83,0,85000,-2,0,15.53,0,1,7,0,23584,78.9,12,0
19510,26000,60,15.28,622.37,-2,52000,-2,0,17.95,0,0,20,0,9775,26.1,63,0
19511,8400,60,10.37,180.01,-2,70000,0,0,18.17,0,0,10,0,11429,25.3,30,0
19512,12000,60,13.8,277.98,0,49000,0,0,24.96,0,1,16,1,14671,45.7,35,1
19513,8000,36,12.68,268.33,-3,114000,0,0,22.88,0,1,9,1,16283,55,34,0
19514,12250,60,18.62,315.22,0,52000,0,0,24.92,0,1,12,0,8697,66.6,18,0
19515,5000,60,14.17,116.79,-2,40000,0,0,12.06,0,1,10,0,4640,74.6,14,0
19516,17250,60,13.06,393.03,-3,89000,0,0,13.55,0,0,12,0,19405,58.3,25,0
19517,4000,36,10.37,129.77,-3,150000,-1,0,14.22,0,0,10,0,8132,89.4,19,0
19518,9600,36,7.29,297.7,0,50500,0,0,27.91,0,0,6,0,7105,50,27,0
19519,10000,36,7.66,311.8,-3,65000,0,0,14.57,0,1,18,0,50328,20.5,37,0
19520,10000,60,18.99,259.36,0,110000,-2,0,12.93,0,1,12,0,10744,65.9,20,0
19521,25000,60,18.62,643.3,0,72000,-2,0,14.77,0,1,17,0,20120,79.5,32,0
19522,6000,36,14.54,206.65,0,40000,0,0,23.34,0,3,26,0,2045,4.8,47,0
19523,10000,36,5.79,303.27,-3,150000,0,0,6.49,0,0,17,0,75629,13,35,0
19524,6000,36,5.79,181.97,0,61500,0,0,20.29,0,1,11,0,7625,24.4,40,0
19525,5600,36,7.29,173.66,0,52000,0,0,16.62,1,0,12,0,6521,25.2,31,0
19526,9750,36,10.37,316.31,-3,68000,-1,0,4.25,0,0,7,0,11762,67.6,25,0
19527,6000,36,7.66,187.08,0,47000,0,0,24.61,0,0,6,0,11818,90.8,11,0
19528,7025,36,5.42,211.88,0,20000,0,-5,17.4,0,0,6,0,811,2.5,8,0
19529,12000,36,5.79,363.93,0,80000,-2,0,4.18,0,0,8,0,15030,19.6,30,0
19530,10000,36,10,322.68,-3,50000,0,-7,12.86,0,0,6,1,7239,66.4,21,0
19531,10000,36,6.92,308.41,0,52000,-1,-2,18.81,0,0,12,0,9951,33.9,29,0
19532,6000,36,5.79,181.97,-3,45378,-2,-6,24.54,0,3,7,0,1215,6.2,34,0
19533,9125,36,5.79,276.74,-3,45000,-2,0,16.51,0,1,12,0,6661,7.7,31,0
19534,3000,36,5.42,90.48,0,43500,-1,0,9.9,0,0,6,0,2875,9.6,20,0
19535,5000,36,9.63,160.47,-3,60000,-1,-7,20.22,0,0,14,0,12902,86,42,0
19536,12000,36,11.11,393.5,0,53000,-2,0,21.31,0,1,12,0,10871,70.4,39,0
19537,10000,36,9.63,320.94,-2,158000,-2,-4,22.24,0,1,9,0,56373,71,22,0
19538,5000,36,7.29,155.05,0,48000,0,0,20.18,0,0,6,0,160,11.4,16,0
19539,11500,36,9.63,369.08,-3,71738,-2,-6,15.89,0,3,14,0,3009,19.9,27,0
19540,8000,36,11.11,262.33,0,46000,-1,0,16.83,1,1,16,0,8087,24.7,26,0
19541,3000,36,7.29,93.03,-3,30000,-1,-7,26.96,0,2,4,0,8849,47.8,21,0
19542,15600,60,16.02,379.53,-3,46800,-1,-3,3.62,0,3,7,0,2778,39.8,14,0
19543,8400,36,7.29,260.49,-3,117014,-1,-6,12.87,0,0,15,0,28613,55.1,47,0
19544,5000,36,13.43,169.51,0,53760,-1,-4,12.12,0,1,6,0,2456,81.9,9,0
19545,8000,60,10.37,171.44,-3,59400,0,-7,10.32,0,0,9,0,17933,72.3,25,1
19546,13000,60,15.65,313.73,-3,70000,-1,0,14.52,0,0,11,1,2989,30.8,16,0
19547,4000,60,13.8,92.66,0,70000,-1,-2,10.78,0,2,8,1,3502,47.3,11,1
19548,4200,36,9.63,134.8,0,40000,0,0,16.77,0,0,7,0,2824,91.1,10,0
19549,20000,60,14.17,467.13,0,75000,-2,-8,10.24,0,2,7,0,1441,8.5,36,0
19550,2500,36,10,80.67,0,36000,0,0,17.4,0,0,11,0,11910,51.8,14,0
19551,12000,36,7.29,372.12,0,61000,-1,0,17.94,0,0,5,0,21200,75.7,21,0
19552,12000,60,18.25,306.36,0,67200,-1,-3,12.11,8,1,7,1,2409,65.1,17,1
19553,13800,60,16.02,335.74,-3,107000,-2,-5,6.17,0,0,6,0,891,20.2,15,1
19554,21850,60,17.88,553.43,-3,60000,-2,0,24.74,0,2,9,0,24376,98.6,32,0
19555,25000,60,16.02,608.22,-3,70800,-2,-6,3.9,0,0,13,0,12371,14.3,27,1
19556,6600,60,10.37,141.44,0,44000,-2,-6,27.84,0,1,10,0,6524,27.9,28,0
19557,10000,36,6.92,308.41,0,51000,0,0,10.54,0,1,8,0,6958,15.3,14,0
19558,21000,60,16.77,519.32,-3,81000,-2,0,13.08,0,0,8,0,8478,95.3,18,0
19559,4000,36,7.29,124.04,0,14400,0,-3,2.08,0,0,2,0,58,4.5,3,0
19560,8000,60,10.74,172.91,-3,45996,0,0,16.23,0,0,9,0,7792,44.5,13,0
19561,15000,60,19.74,395.25,-3,38400,-2,-5,4.44,0,3,7,0,832,20.8,17,0
19562,35000,60,17.14,872.48,-3,84615,-2,-7,10.99,0,0,10,0,27858,92.4,36,0
19563,20700,60,14.91,491.48,0,56500,0,0,29.27,0,0,17,0,24128,60.8,30,0
19564,10500,36,7.29,325.61,0,35220,-1,-4,14.07,0,1,7,0,10950,51.2,21,0
19565,5000,36,13.06,168.62,-3,120000,-1,0,12.64,0,2,11,0,12328,72.9,25,0
19566,22500,60,20.48,602.14,0,145000,-2,0,12.03,0,2,8,0,19200,76.6,20,0
19567,3200,36,5.79,97.05,-3,55000,-1,-3,4.1,0,0,5,0,0,0,14,0
19568,2800,60,7.66,56.32,-3,59385.6,-1,-3,3.58,0,0,7,0,4931,55.4,14,0
19569,10000,36,10.37,324.42,-3,110000,-1,-7,5.73,0,0,8,1,12995,79.7,21,0
19570,12000,60,15.28,287.25,-3,60000,0,-5,24.02,3,2,10,0,9352,78.6,26,1
19571,5000,36,10.74,163.08,0,55000,-2,0,18.57,0,1,9,1,3959,74.7,19,1
19572,5250,36,7.66,163.7,0,24000,-1,-1,13.4,0,3,6,0,1749,17.1,9,1
19573,5700,36,7.66,177.73,-3,72800,-1,0,17.39,0,1,9,0,5596,74.6,33,0
19574,7200,60,13.43,165.42,-3,108000,-1,-11,8.59,1,1,9,0,5501,27.9,34,0
19575,2200,36,7.29,68.23,-3,36000,0,0,8.13,0,0,6,0,204,2.1,20,1
19576,6000,36,6.92,185.05,0,58000,-1,-7,16.18,0,0,7,0,6847,61.1,19,0
19577,9200,36,10,296.86,0,62000,-1,0,22.94,0,0,13,0,26210,76.8,27,0
19578,25000,60,17.88,633.21,0,80000,-2,-5,18.06,1,0,21,0,19401,79.5,51,0
19579,12250,36,10.37,397.41,0,25960,-1,0,13.22,0,0,4,0,11128,61.5,7,0
19580,14000,60,16.02,340.61,-3,130000,-2,-7,21.25,0,0,6,0,23180,85.2,23,0
19581,4200,60,16.4,103.04,0,43596,-1,-3,2.95,0,0,3,0,3392,91.7,9,1
19582,8000,60,17.51,201.03,-2,110000,-2,-5,13.48,0,0,5,0,20037,71.6,28,0
19583,8000,60,15.28,191.5,0,25000,-1,0,8.4,0,1,5,0,8172,84.2,9,0
19584,25000,60,15.65,603.32,-2,65000,-2,0,11.19,0,0,10,0,22299,54.7,25,0
19585,14125,36,5.79,428.37,-3,48000,0,0,18.3,0,0,10,0,4105,12.2,40,0
19586,21850,36,10,705.04,-3,103000,-2,0,23.27,0,0,10,0,21749,33.3,30,0
19587,4800,36,12.68,161,0,50000,-2,-7,7.87,0,2,9,1,5109,72,21,0
19588,6000,36,7.66,187.08,-3,52000,0,0,5.86,0,1,7,0,2418,24.2,14,0
19589,8875,60,7.66,178.52,-3,36000,-2,0,18.17,0,0,17,0,12523,17.4,52,0
19590,18225,36,10,588.07,-3,49000,-2,0,18.29,0,0,8,0,7118,32.3,18,0
19591,12000,36,7.29,372.12,0,89000,0,-7,7.67,0,0,5,0,2323,32.4,14,0
19592,25475,60,15.28,609.8,-3,100000,-2,0,5.74,0,2,9,0,8472,17.6,24,0
19593,10000,60,14.17,233.57,0,47052,0,0,24.94,0,2,7,0,15983,78.2,14,0
19594,7600,36,14.17,260.38,0,51996,-2,0,23.66,0,1,11,0,21690,73.2,19,0
19595,2400,36,13.8,81.8,-3,30996,0,0,5.5,0,1,4,0,4220,63.9,4,0
19596,8800,36,11.11,288.56,-3,50000,-2,-7,15.86,0,2,10,0,12859,30.5,18,0
19597,12000,36,7.29,372.12,-3,56000,-2,0,28.76,0,0,13,0,32885,64.9,41,0
19598,11000,36,5.42,331.76,0,38400,0,-1,19.75,0,0,12,0,9039,9.4,22,0
19599,9000,36,10.37,291.98,0,42597,0,0,21.61,0,2,19,0,7896,20.9,55,0
19600,6000,60,16.4,147.19,-3,43920,-1,-3,15.71,0,2,7,0,21741,90.2,20,0
19601,12600,36,7.66,392.87,-3,88824,0,0,14.12,0,2,11,0,21590,39,28,0
19602,16000,36,10.74,521.86,0,64000,-2,0,27.62,0,0,4,0,61523,77,12,0
19603,9950,36,5.42,300.1,-3,100000,0,-8,12.94,0,0,14,0,30630,31.6,57,0
19604,13300,60,16.4,326.27,-2,89200,-1,0,6.89,0,1,11,0,21532,39.1,16,1
19605,4500,36,6.92,138.79,-3,95000,-1,-4,27.62,0,1,22,0,8590,13.7,51,0
19606,4000,36,10,129.07,0,28008,-1,0,15.9,0,0,4,0,3494,63.5,7,0
19607,8000,36,13.06,269.79,-3,42500,-1,0,10.67,3,0,14,1,11251,50,25,0
19608,7200,60,16.02,175.17,0,42500,-1,0,9.91,0,0,4,0,7193,91.1,5,0
19609,6500,36,10.74,212.01,0,75000,-1,0,6.8,0,1,19,1,6484,63.6,53,0
19610,5000,36,6.92,154.21,-3,99000,0,-6,6.25,0,1,6,0,545,1.5,13,0
19611,3050,36,7.29,94.59,-3,60000,0,-3,1.4,0,0,3,0,2758,55.2,12,0
19612,12000,36,11.11,393.5,-3,125000,-2,-6,12.49,4,2,11,0,8995,26.9,37,0
19613,12000,36,7.29,372.12,-3,50000,0,0,3.1,0,0,5,0,4283,22.2,7,0
19614,20000,36,14.54,688.81,0,42000,-2,0,18.23,0,0,3,0,19713,41.9,6,0
19615,12000,36,6.92,370.09,-3,145000,-1,0,3.53,0,1,13,0,14538,14,34,0
19616,14625,36,12.68,490.53,-3,80000,-1,0,24.78,0,0,11,0,49594,80.9,16,0
19617,4000,36,15.65,139.94,-2,30000,-1,-8,22.76,0,0,5,0,7991,89.7,6,0
19618,10500,36,18.25,380.92,0,39204,-2,0,16.56,1,0,18,0,10978,86.8,24,0
19619,6000,36,14.54,206.65,-3,30652,-1,0,8.46,0,0,3,0,364,16.5,7,0
19620,20000,36,10.74,652.32,-3,60000,-2,-7,13.96,0,0,18,0,26947,37.9,30,0
19621,6000,36,7.66,187.08,0,40800,-2,-10,3.12,1,0,5,0,1852,88.2,18,0
19622,5500,36,7.66,171.49,0,170000,-1,0,3.99,0,0,4,0,5368,59.6,18,0
19623,10000,36,13.43,339.02,-3,62000,-2,0,19.47,0,1,9,0,5911,95.3,30,0
19624,10500,36,10.74,342.47,-2,74000,0,0,7.52,1,0,3,0,463,92.6,32,0
19625,5400,60,12.68,121.99,-3,99996,0,-3,12.84,0,0,7,0,13742,96.5,15,1
19626,11900,60,10.74,257.2,0,61000,0,-2,10.23,0,0,6,0,6919,94.8,16,0
19627,4500,36,6.92,138.79,0,30996,-2,0,20.87,0,1,12,0,0,0,20,0
19628,12000,60,13.06,273.41,-2,32000,0,0,17.96,0,0,12,0,16903,62.8,20,0
19629,12000,36,11.11,393.5,-3,69996,0,0,7.22,0,0,8,0,12476,91.7,27,1
19630,10000,60,11.11,217.98,-2,43000,-2,0,11.72,0,0,10,1,9500,39.7,25,0
19631,13375,36,6.92,412.5,-3,59000,-2,0,20.6,0,0,14,0,30818,48.2,39,0
19632,10000,36,10.37,324.42,-3,81000,-1,0,18.68,0,0,10,0,22425,71.6,31,0
19633,12000,36,11.11,393.5,0,40000,-2,-7,12,0,0,4,0,12858,91.8,8,0
19634,15000,60,18.99,389.03,-3,57000,0,0,22.53,0,0,13,0,16947,56.3,26,0
19635,10800,36,6.92,333.08,-3,300000,-1,-6,1.63,0,0,5,0,1631,11.9,15,0
19636,9000,36,12.68,301.87,-3,91200,-2,-3,15.37,0,1,4,0,1640,21.6,25,0
19637,4800,36,5.42,144.77,-3,40000,-1,0,20.07,0,0,14,0,16793,21.7,37,0
19638,22000,60,17.51,552.81,0,91000,-2,0,10.63,1,3,6,0,16065,81.6,19,1
19639,10800,36,6.92,333.08,0,40000,-2,-7,11.61,0,1,12,0,4012,13.8,30,0
19640,3000,36,7.66,93.54,0,25200,-1,0,7.43,0,0,4,0,2804,87.6,13,0
19641,2000,36,6.92,61.69,-3,36000,-1,-6,0.83,1,0,6,0,1284,10.8,25,0
19642,35000,60,17.51,879.47,-3,113000,-2,0,15.04,1,2,9,0,20919,73.7,19,1
19643,9000,36,6.92,277.57,-3,57248,-1,-4,0.42,0,3,10,0,678,1.6,43,0
19644,10000,36,13.06,337.23,0,35000,-1,0,13.06,0,1,7,1,7380,57.7,25,1
19645,11000,36,5.79,333.6,-3,110000,-1,0,11.64,0,0,14,0,1198,4,37,0
19646,20000,36,10.37,648.83,-3,51319,-2,0,5.26,0,0,8,0,13883,43.7,23,0
19647,4000,36,5.42,120.64,-3,57600,-1,-7,3.21,0,0,9,0,1619,64.8,30,0
